Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
1912.0,NVD,NEVADA MUNI,Nevada Municipal Airport,Airport,ACE,VERNON,NEVADA,MO,Public Use,37.852477,-94.304608,Yes
3647.0,6L4,LOGAN COUNTY,Logan County Airport,Airport,AEA,LOGAN,LOGAN,WV,Public Use,37.855686,-81.915883,Yes
1873.0,87K,EL DORADO SPRINGS MEMORIAL,El Dorado Springs Memorial Airport,Airport,ACE,CEDAR,EL DORADO SPRINGS,MO,Public Use,37.857139,-93.997639,Yes
3643.0,LWB,GREENBRIER VALLEY,Greenbrier Valley Airport,Airport,AEA,GREENBRIER,LEWISBURG,WV,Federalized/Commercial,37.858306,-80.399472,Yes
3432.0,XSA,TAPPAHANNOCK-ESSEX COUNTY,Tappahannock-Essex County Airport,Airport,AEA,ESSEX,TAPPAHANNOCK,VA,Public Use,37.859611,-76.894111,Yes
3372.0,1L9,PAROWAN,Parowan Airport,Airport,ANM,IRON,PAROWAN,UT,Public Use,37.859639,-112.815861,Yes
624.0,E45,PINE MOUNTAIN LAKE,Pine Mountain Lake Airport,Airport,AWP,TUOLUMNE,GROVELAND,CA,Public Use,37.861667,-120.178556,Yes
1314.0,K88,ALLEN COUNTY,Allen County Airport,Airport,ACE,ALLEN,IOLA,KS,Public Use,37.868222,-95.386944,Yes
1915.0,K02,PERRYVILLE MUNI,Perryville Municipal Airport,Airport,ACE,PERRY,PERRYVILLE,MO,Public Use,37.868667,-89.862139,Yes
1918.0,MO1,RICHLAND MUNI,Richland Municipal Airport,Airport,ACE,PULASKI,RICHLAND,MO,Public Use,37.874889,-92.408056,Yes
666.0,SCK,STOCKTON METROPOLITAN,Stockton Metropolitan Airport,Airport,AWP,SAN JOAQUIN,STOCKTON,CA,Federalized/Commercial,37.894167,-121.238306,Yes
1360.0,33K,KINSLEY MUNI,Kinsley Municipal Airport,Airport,ACE,EDWARDS,KINSLEY,KS,Public Use,37.908994,-99.403106,Yes
1464.0,9I3,WEST LIBERTY,West Liberty Airport,Airport,ASO,MORGAN,WEST LIBERTY,KY,Public Use,37.914531,-83.252121,Yes
1344.0,GCK,GARDEN CITY RGNL,Garden City Regional Airport,Airport,ACE,FINNEY,GARDEN CITY,KS,Public Use,37.927528,-100.724417,Yes
1919.0,K07,ROLLA DOWNTOWN,Rolla Downtown Airport,Airport,ACE,PHELPS,ROLLA,MO,Public Use,37.935652,-91.813548,Yes
3406.0,HSP,INGALLS FIELD,Ingalls Field Airport,Airport,AEA,BATH,HOT SPRINGS,VA,Public Use,37.951444,-79.833894,Yes
749.0,TEX,TELLURIDE RGNL,Telluride Regional Airport,Airport,ANM,SAN MIGUEL,TELLURIDE,CO,Public Use,37.953806,-107.90875,Yes
575.0,O24,LEE VINING,Lee Vining Airport,Airport,AWP,MONO,LEE VINING,CA,Public Use,37.957778,-119.105806,Yes
1399.0,3TA,STAFFORD MUNI,Stafford Municipal Airport,Airport,ACE,STAFFORD,STAFFORD,KS,Public Use,37.958348,-98.650362,Yes
3407.0,7W4,LAKE ANNA,Lake Anna Airport,Airport,AEA,LOUISA,BUMPASS,VA,Public Use,37.965819,-77.745903,Yes
1361.0,36K,LAKIN,Lakin Landing Field,Airport,ACE,KEARNY,LAKIN,KS,Public Use,37.9695,-101.255361,Yes
1857.0,H21,CAMDENTON MEMORIAL,Camdenton Memorial Airport,Airport,ACE,CAMDEN,CAMDENTON,MO,Public Use,37.973972,-92.691194,Yes
1209.0,PJY,PINCKNEYVILLE-DU QUOIN,Pinckneyville-Du Quoin Airport,Airport,AGL,PERRY,PINCKNEYVILLE,IL,Public Use,37.977884,-89.360449,Yes
1357.0,K79,JETMORE MUNI,Jetmore Municipal Airport,Airport,ACE,HODGEMAN,JETMORE,KS,Public Use,37.984444,-99.894333,Yes
503.0,CCR,BUCHANAN FIELD,Buchanan Field,Airport,AWP,CONTRA COSTA,CONCORD,CA,Public Use,37.989667,-122.056889,Yes
1402.0,3K3,SYRACUSE-HAMILTON COUNTY MUNI,Syracuse Hamilton Cnty Muni Airport,Airport,ACE,HAMILTON,SYRACUSE,KS,Public Use,37.998583,-101.747608,Yes
1155.0,H96,BENTON MUNI,Benton Municipal Airport,Airport,AGL,FRANKLIN,BENTON,IL,Public Use,38.0085,-88.934444,Yes
3411.0,LKU,LOUISA COUNTY/FREEMAN FIELD,Louisa County/Freeman Field,Airport,AEA,LOUISA,LOUISA,VA,Public Use,38.009833,-77.970139,Yes
1301.0,3EV,SKYLANE,Skylane Airport,Airport,AGL,VANDERBURGH,EVANSVILLE,IN,Public Use,38.011667,-87.594722,Yes
1562.0,W41,CRISFIELD MUNI,Crisfield Municipal Airport,Airport,AEA,SOMERSET,CRISFIELD,MD,Public Use,38.017588,-75.827793,Yes
1288.0,TEL,PERRY COUNTY MUNI,Perry County Municipal Airport,Airport,AGL,PERRY,TELL CITY,IN,Public Use,38.018861,-86.692417,Yes
523.0,O22,COLUMBIA,Columbia Airport,Airport,AWP,TUOLUMNE,COLUMBIA,CA,Public Use,38.030417,-120.414556,Yes
1413.0,LEX,BLUE GRASS,Blue Grass Airport,Airport,ASO,FAYETTE,LEXINGTON,KY,Federalized/Commercial,38.03675,-84.608639,Yes
1250.0,EVV,EVANSVILLE RGNL,Evansville Regional Airport,Airport,AGL,VANDERBURGH,EVANSVILLE,IN,Federalized/Commercial,38.038417,-87.530861,Yes
1238.0,I91,BOONVILLE,Boonville Airport,Airport,AGL,WARRICK,BOONVILLE,IN,Public Use,38.042546,-87.317785,Yes
727.0,LHX,LA JUNTA MUNI,La Junta Municipal Airport,Airport,ANM,OTERO,LA JUNTA,CO,Public Use,38.05,-103.50975,Yes
701.0,7V9,CITY OF LAS ANIMAS - BENT COUNTY,Las Animas-Bent County Airport,Airport,ANM,BENT,LAS ANIMAS,CO,Public Use,38.054028,-103.238472,Yes
1380.0,EWK,NEWTON-CITY-COUNTY,Newton City-County Airport,Airport,ACE,HARVEY,NEWTON,KS,Public Use,38.057079,-97.275228,Yes
1444.0,IOB,MOUNT STERLING-MONTGOMERY COUNTY,Mount Sterling-Montgomery County,Airport,ASO,MONTGOMERY,MOUNT STERLING,KY,Public Use,38.058139,-83.979583,Yes
2421.0,TPH,TONOPAH,Tonopah Airport,Airport,AWP,NYE,TONOPAH,NV,Public Use,38.060194,-117.086806,Yes
1355.0,HUT,HUTCHINSON MUNI,Hutchinson Municipal Airport,Airport,ACE,RENO,HUTCHINSON,KS,Public Use,38.0655,-97.860639,Yes
1869.0,UBX,CUBA MUNI,Cuba Municipal Airport,Airport,ACE,CRAWFORD,CUBA,MO,Public Use,38.068773,-91.428859,Yes
729.0,LAA,LAMAR MUNI,Lamar Municipal Airport,Airport,ANM,PROWERS,LAMAR,CO,Public Use,38.069694,-102.6885,Yes
3398.0,W13,EAGLE'S NEST,Waynesboro-Eagle's Nest Airport,Airport,AEA,AUGUSTA,WAYNESBORO,VA,Public Use,38.076938,-78.944438,Yes
1897.0,AIZ,LEE C FINE MEMORIAL,Lee C Fine Memorial Airport,Airport,ACE,MILLER,KAISER LAKE OZARK,MO,Public Use,38.096028,-92.549472,Yes
743.0,04V,SAGUACHE MUNI,Saguache Municipal Airport,Airport,ANM,SAGUACHE,SAGUACHE,CO,Public Use,38.099394,-106.174328,Yes
1882.0,K15,GRAND GLAIZE- OSAGE BEACH,Linn Creek Grand Glaize Airport,Airport,ACE,CAMDEN,OSAGE BEACH,MO,Public Use,38.110444,-92.680556,Yes
1920.0,VIH,ROLLA NATIONAL,Rolla National Airport,Airport,ACE,MARIES,ROLLA/VICHY,MO,Public Use,38.127417,-91.7695,Yes
3390.0,CHO,CHARLOTTESVILLE-ALBEMARLE,Charlottesville-Albemarle Airport,Airport,AEA,ALBEMARLE,CHARLOTTESVILLE,VA,Federalized/Commercial,38.138639,-78.452861,Yes
550.0,DVO,GNOSS FIELD,Marin County Airport-Gnoss Field,Airport,AWP,MARIN,NOVATO,CA,Public Use,38.143611,-122.5561,Yes
507.0,CPU,CALAVERAS CO-MAURY RASMUSSEN FIELD,Calaveras County Airport,Airport,AWP,CALAVERAS,SAN ANDREAS,CA,Public Use,38.146111,-120.648167,Yes
1222.0,SAR,SPARTA COMMUNITY-HUNTER FIELD,Sparta Community Airport,Airport,AGL,RANDOLPH,SPARTA,IL,Public Use,38.148944,-89.698778,Yes
1437.0,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
1417.0,FFT,CAPITAL CITY,Capital City Airport,Airport,ASO,FRANKLIN,FRANKFORT,KY,Public Use,38.181972,-84.906139,Yes
636.0,O88,RIO VISTA MUNI,Rio Vista Municipal Airport,Airport,AWP,SOLANO,RIO VISTA,CA,Public Use,38.193389,-121.703639,Yes
1878.0,FES,FESTUS MEMORIAL,Festus City Airport,Airport,ACE,JEFFERSON,FESTUS,MO,Public Use,38.194943,-90.385426,Yes
579.0,1O3,LODI,Lodi Municipal Airport,Airport,AWP,SAN JOAQUIN,LODI,CA,Public Use,38.202475,-121.269194,Yes
1362.0,LQR,LARNED-PAWNEE COUNTY,Larned-Pawnee County Airport,Airport,ACE,PAWNEE,LARNED,KS,Public Use,38.208583,-99.085972,Yes
1376.0,47K,MOUNDRIDGE MUNI,Moundridge Municipal Airfield,Airport,ACE,MC PHERSON,MOUNDRIDGE,KS,Public Use,38.209092,-97.502725,Yes
604.0,APC,NAPA COUNTY,Napa County Airport,Airport,AWP,NAPA,NAPA,CA,Public Use,38.213194,-122.280694,Yes
1443.0,M97,MOREHEAD-ROWAN COUNTY CLYDE A. THOMAS RGNL,Morehead-Rowan County Airport,Airport,ASO,ROWAN,MOREHEAD,KY,Public Use,38.215,-83.587611,Yes
1415.0,LOU,BOWMAN FIELD,Bowman Field,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Public Use,38.228,-85.663722,Yes
3348.0,U52,BEAVER MUNI,Beaver Municipal Airport,Airport,ANM,BEAVER,BEAVER,UT,Public Use,38.230583,-112.675417,Yes
1934.0,UUV,SULLIVAN RGNL,Sullivan Regional Airport,Airport,ACE,FRANKLIN,SULLIVAN,MO,Public Use,38.233472,-91.164278,Yes
1424.0,27K,GEORGETOWN SCOTT COUNTY - MARSHALL FLD,Georgetown Scott Cnty Reg'l Airport,Airport,ASO,SCOTT,GEORGETOWN,KY,Public Use,38.234444,-84.434694,Yes
724.0,AIB,HOPKINS FIELD,Hopkins Field Airport,Airport,ANM,MONTROSE,NUCLA,CO,Public Use,38.23875,-108.563278,Yes
3423.0,OMH,ORANGE COUNTY,Orange County Airport,Airport,AEA,ORANGE,ORANGE,VA,Public Use,38.247194,-78.045611,Yes
1263.0,HNB,HUNTINGBURG,Huntingburg Airport,Airport,AGL,DUBOIS,HUNTINGBURG,IN,Federalized/Commercial,38.249028,-86.953694,Yes
3362.0,U13,JUNCTION,Junction Airport,Airport,ANM,PIUTE,JUNCTION,UT,Public Use,38.249978,-112.225481,Yes
1447.0,2I2,OLIVE HILL-SELLERS' FIELD,Olive Hill-Sellers Field,Airport,ASO,CARTER,OLIVE HILL,KY,Public Use,38.251583,-83.143194,Yes
623.0,O69,PETALUMA MUNI,Petaluma Municipal Airport,Airport,AWP,SONOMA,PETALUMA,CA,Public Use,38.257778,-122.605333,Yes
3659.0,3I4,RICHWOOD MUNI,Richwood Municipal Airport,Airport,AEA,NICHOLAS,RICHWOOD,WV,Public Use,38.258389,-80.651333,Yes
3427.0,SHD,SHENANDOAH VALLEY RGNL,Shenandoah Valley Regional Airport,Airport,AEA,AUGUSTA,STAUNTON/WAYNESBORO/HARRISONBURG,VA,Federalized/Commercial,38.263833,-78.896444,Yes
502.0,O57,BRYANT FIELD,Bryant Field,Airport,AWP,MONO,BRIDGEPORT,CA,Public Use,38.264139,-119.222722,Yes
3426.0,EZF,SHANNON,Shannon Airport,Airport,AEA,SPOTSYLVANIA,FREDERICKSBURG,VA,Public Use,38.266222,-77.449389,Yes
1345.0,K68,GARNETT MUNI,Garnett Municipal Airport,Airport,ACE,ANDERSON,GARNETT,KS,Public Use,38.277358,-95.215231,Yes
740.0,PUB,PUEBLO MEMORIAL,Pueblo Memorial Airport,Airport,ANM,PUEBLO,PUEBLO,CO,Public Use,38.289139,-104.4965,Yes
1855.0,BUM,BUTLER MEMORIAL,Butler Memorial Airport,Airport,ACE,BATES,BUTLER,MO,Public Use,38.289778,-94.340139,Yes
1330.0,UKL,COFFEY COUNTY,Coffey County Airport,Airport,ACE,COFFEY,BURLINGTON,KS,Public Use,38.302472,-95.724972,Yes
540.0,F72,FRANKLIN FIELD,Franklin Field,Airport,AWP,SACRAMENTO,FRANKLIN,CA,Public Use,38.304,-121.429306,Yes
1570.0,OXB,OCEAN CITY MUNI,Ocean City Municipal Airport,Airport,AEA,WORCESTER,OCEAN CITY,MD,Public Use,38.310444,-75.123972,Yes
1204.0,MVN,MOUNT VERNON,Mt Vernon Outland Airport,Airport,AGL,JEFFERSON,MOUNT VERNON,IL,Public Use,38.323361,-88.8585,Yes
1338.0,EMP,EMPORIA MUNI,Emporia Municipal Airport,Airport,ACE,LYON,EMPORIA,KS,Public Use,38.330556,-96.189944,Yes
1369.0,43K,MARION MUNI,Marion Municipal Airport,Airport,ACE,MARION,MARION,KS,Public Use,38.337611,-96.98825,Yes
1571.0,SBY,SALISBURY-OCEAN CITY WICOMICO RGNL,Salisbury-Ocean City Wicomico Arpt,Airport,AEA,WICOMICO,SALISBURY,MD,Public Use,38.340189,-75.50948,Yes
1366.0,LYO,LYONS-RICE COUNTY MUNI,Lyons-Rice County Municipal Airport,Airport,ACE,RICE,LYONS,KS,Public Use,38.342781,-98.226876,Yes
1313.0,M66,ALFRED SCHROEDER FIELD,Hillsboro Municipal Airport,Airport,ACE,MARION,HILLSBORO,KS,Public Use,38.343067,-97.214195,Yes
1346.0,GBD,GREAT BEND MUNI,Great Bend Municipal Airport,Airport,ACE,BARTON,GREAT BEND,KS,Public Use,38.34425,-98.859194,Yes
1371.0,MPR,MC PHERSON,Mcpherson Airport,Airport,ACE,MC PHERSON,MC PHERSON,KS,Public Use,38.352444,-97.691306,Yes
1865.0,GLY,CLINTON MEMORIAL,Clinton Memorial Airport,Airport,ACE,HENRY,CLINTON,MO,Public Use,38.356583,-93.684167,Yes
1333.0,9K0,COTTONWOOD FALLS,Chase County Airport,Airport,ACE,CHASE,COTTONWOOD FALLS,KS,Public Use,38.358626,-96.554452,Yes
1874.0,H79,ELDON MODEL AIRPARK,Eldon Model Airpark,Airport,ACE,MILLER,ELDON,MO,Public Use,38.361584,-92.571318,Yes
3383.0,38U,WAYNE WONDERLAND,Wayne Wonderland Airport,Airport,ANM,WAYNE,LOA,UT,Public Use,38.362694,-111.59575,Yes
1240.0,JVY,CLARK RGNL,Clark County Airport,Airport,AGL,CLARK,JEFFERSONVILLE,IN,Public Use,38.365417,-85.738194,Yes
1420.0,0I8,CYNTHIANA-HARRISON COUNTY,Cynthiana-Harrison County Airport,Airport,ASO,HARRISON,CYNTHIANA,KY,Public Use,38.366164,-84.283344,Yes
3388.0,VBW,BRIDGEWATER AIR PARK,Bridgewater Air Park,Airport,AEA,ROCKINGHAM,BRIDGEWATER,VA,Public Use,38.366738,-78.960334,Yes
3661.0,HTS,TRI-STATE/MILTON J. FERGUSON FIELD,Tri-State/Milton J Ferguson Field,Airport,AEA,WAYNE,HUNTINGTON,WV,Public Use,38.366926,-82.558654,Yes
1932.0,K39,ST CLAIR RGNL,St Clair Regional Airport,Airport,ACE,FRANKLIN,ST CLAIR,MO,Public Use,38.375667,-90.972139,Yes
3664.0,CRW,YEAGER,Yeager Airport,Airport,AEA,KANAWHA,CHARLESTON,WV,Public Use,38.375929,-81.593004,Yes
610.0,VCB,NUT TREE,Nut Tree Airport,Airport,AWP,SOLANO,VACAVILLE,CA,Public Use,38.377778,-121.961583,Yes
1175.0,FWC,FAIRFIELD MUNI,Fairfield Municipal Airport,Airport,AGL,WAYNE,FAIRFIELD,IL,Public Use,38.378633,-88.412652,Yes
3429.0,RMN,STAFFORD RGNL,Stafford Regional Airport,Airport,AEA,STAFFORD,STAFFORD,VA,Public Use,38.398111,-77.455472,Yes
1558.0,1N5,BENNETT,Bennett Airport,Airport,AEA,WICOMICO,SALISBURY,MD,Public Use,38.412667,-75.616861,Yes
2559.0,HTW,LAWRENCE COUNTY AIRPARK,Lawrence County Airpark,Airport,AGL,LAWRENCE,CHESAPEAKE/HUNTINGTON WVA,OH,Public Use,38.419249,-82.494323,Yes
3366.0,MLF,MILFORD MUNI/BEN AND JUDY BRISCOE FIELD,Milford Municipal Airport,Airport,ANM,BEAVER,MILFORD,UT,Public Use,38.426633,-113.012456,Yes
1922.0,3VS,ROY OTTEN MEMORIAL AIRFIELD,Otten Memorial Airport,Airport,ACE,MORGAN,VERSAILLES,MO,Public Use,38.428278,-92.875278,Yes
714.0,1V6,FREMONT COUNTY,Fremont County Airport,Airport,ANM,FREMONT,CANON CITY,CO,Public Use,38.42856,-105.106854,Yes
3655.0,12V,ONA AIRPARK,Ona Airpark,Airport,AEA,CABELL,MILTON,WV,Public Use,38.440889,-82.200778,Yes
1403.0,5K2,TRIBUNE MUNI,Tribune Municipal Airport,Airport,ACE,GREELEY,TRIBUNE,KS,Public Use,38.451472,-101.750083,Yes
3660.0,I41,ROBERT NEWLON FIELD,Robert Newlon Field,Airport,AEA,CABELL,HUNTINGTON,WV,Public Use,38.457029,-82.31376,Yes
1378.0,48K,NESS CITY MUNI,Ness City Municipal Airport,Airport,ACE,NESS,NESS CITY,KS,Public Use,38.471103,-99.908067,Yes
1396.0,TQK,SCOTT CITY MUNI,Scott City Municipal Airport,Airport,ACE,SCOTT,SCOTT CITY,KS,Public Use,38.475028,-100.884444,Yes
709.0,9V7,EADS MUNI,Eads Municipal Airport,Airport,ANM,KIOWA,EADS,CO,Public Use,38.475139,-102.810861,Yes
1254.0,FRH,FRENCH LICK MUNI,French Lick Municipal Airport,Airport,AGL,ORANGE,FRENCH LICK,IN,Public Use,38.506222,-86.636944,Yes
516.0,STS,CHARLES M. SCHULZ - SONOMA COUNTY,Charles M Schulz Sonoma Co Airport,Airport,AWP,SONOMA,SANTA ROSA,CA,Federalized/Commercial,38.508989,-122.812875,Yes
737.0,MTJ,MONTROSE RGNL,Montrose Regional Airport,Airport,ANM,MONTROSE,MONTROSE,CO,Federalized/Commercial,38.509806,-107.89425,Yes
643.0,SAC,SACRAMENTO EXECUTIVE,Sacramento Executive Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Public Use,38.512528,-121.493472,Yes
1161.0,ENL,CENTRALIA MUNI,Centralia Municipal Airport,Airport,AGL,MARION,CENTRALIA,IL,Public Use,38.515083,-89.091139,Yes
3395.0,CJR,CULPEPER RGNL,Culpeper Regional Airport,Airport,AEA,CULPEPER,CULPEPER,VA,Public Use,38.525472,-77.859639,Yes
678.0,EDU,UNIVERSITY,Univ Of California-Davis Airport,Airport,AWP,YOLO,DAVIS,CA,Public Use,38.531461,-121.786478,Yes
721.0,GUC,GUNNISON-CRESTED BUTTE RGNL,Gunnison-Crested Butte Reg'l Arpt,Airport,ANM,GUNNISON,GUNNISON,CO,Public Use,38.533944,-106.933028,Yes
722.0,ANK,HARRIET ALEXANDER FIELD,Harriet Alexander Airfield,Airport,ANM,CHAFFEE,SALIDA,CO,Public Use,38.538278,-106.048639,Yes
1387.0,OWI,OTTAWA MUNI,Ottawa Municipal Airport,Airport,ACE,FRANKLIN,OTTAWA,KS,Public Use,38.539053,-95.252972,Yes
1559.0,CGE,CAMBRIDGE-DORCHESTER,Cambridge-Dorchester Airport,Airport,AEA,DORCHESTER,CAMBRIDGE,MD,Public Use,38.539333,-76.030389,Yes
1373.0,K81,MIAMI COUNTY,Miami County Airport,Airport,ACE,MIAMI,PAOLA,KS,Public Use,38.540222,-94.920139,Yes
1421.0,FGX,FLEMING-MASON,Fleming-Mason Airport,Airport,ASO,MASON,FLEMINGSBURG,KY,Public Use,38.541806,-83.743389,Yes
771.0,N06,LAUREL,Laurel Airport,Airport,AEA,SUSSEX,LAUREL,DE,Public Use,38.542184,-75.594352,Yes
2404.0,HTH,HAWTHORNE INDUSTRIAL,Hawthorne Municipal Airport,Airport,AWP,MINERAL,HAWTHORNE,NV,Public Use,38.545083,-118.632417,Yes
1218.0,BLV,SCOTT AFB/MIDAMERICA,Mid-America Airport,Airport,AGL,ST CLAIR,BELLEVILLE,IL,Public Use,38.545167,-89.835194,Yes
1393.0,K94,RUSH COUNTY,Rush County Airport,Airport,ACE,RUSH,LA CROSSE,KS,Public Use,38.546833,-99.28975,Yes
1410.0,DWU,ASHLAND RGNL,Ashland Regional Airport,Airport,ASO,GREENUP,ASHLAND,KY,Public Use,38.5545,-82.738,Yes
645.0,MHR,SACRAMENTO MATHER,Mather Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Public Use,38.555306,-121.297194,Yes
1223.0,CPS,ST LOUIS DOWNTOWN,St Louis Downtown Parks Airport,Airport,AGL,ST CLAIR,CAHOKIA/ST LOUIS,IL,Public Use,38.570361,-90.155083,Yes
688.0,DWA,YOLO COUNTY,Yolo County Airport,Airport,AWP,YOLO,DAVIS/WOODLAND/WINTERS,CA,Public Use,38.579389,-121.856944,Yes
1287.0,I42,PAOLI MUNI,Paoli Municipal Airport,Airport,AGL,ORANGE,PAOLI,IN,Public Use,38.585494,-86.464692,Yes
3438.0,HWY,WARRENTON-FAUQUIER,Warrenton-Fauquier Airport,Airport,AEA,FAUQUIER,WARRENTON,VA,Public Use,38.586278,-77.710639,Yes
1938.0,FYG,WASHINGTON RGNL,Washington Memorial Airport,Airport,ACE,WARREN,WASHINGTON,MO,Public Use,38.587583,-90.993806,Yes
1888.0,JEF,JEFFERSON CITY MEMORIAL,Jefferson City Memorial Airport,Airport,ACE,CALLAWAY,JEFFERSON CITY,MO,Public Use,38.591179,-92.156144,Yes
1568.0,2W5,MARYLAND,Maryland Airport,Airport,AEA,CHARLES,INDIAN HEAD,MD,Public Use,38.600694,-77.073,Yes
1298.0,I83,SALEM MUNI,Salem Municipal Airport,Airport,AGL,WASHINGTON,SALEM,IN,Public Use,38.602002,-86.139979,Yes
1202.0,AJG,MOUNT CARMEL MUNI,Mt Carmel Municipal Airport,Airport,AGL,LAWRENCE,MOUNT CARMEL,IL,Public Use,38.606556,-87.726694,Yes
1896.0,LRY,LAWRENCE SMITH MEMORIAL,Lawrence Smith Memorial Airport,Airport,ACE,CASS,HARRISONVILLE,MO,Public Use,38.610194,-94.343528,Yes
1384.0,53K,OSAGE CITY MUNI,Osage City Municipal Airport,Airport,ACE,OSAGE,OSAGE CITY,KS,Public Use,38.633438,-95.801792,Yes
1216.0,SLO,SALEM-LECKRONE,Salem-Leckrone Airport,Airport,AGL,MARION,SALEM,IL,Public Use,38.642872,-88.964185,Yes
558.0,HES,HEALDSBURG MUNI,Healdsburg Municipal Airport,Airport,AWP,SONOMA,HEALDSBURG,CA,Public Use,38.652722,-122.898667,Yes
3419.0,8W2,NEW MARKET,New Market Airport,Airport,AEA,SHENANDOAH,NEW MARKET,VA,Public Use,38.655985,-78.708496,Yes
1286.0,7I4,ORLEANS,Orleans Airport,Airport,AGL,ORANGE,ORLEANS,IN,Public Use,38.658387,-86.443044,Yes
1928.0,SUS,SPIRIT OF ST LOUIS,Spirit Of St Louis Airport,Airport,ACE,ST LOUIS,ST LOUIS,MO,Public Use,38.662111,-90.652056,Yes
1176.0,FOA,FLORA MUNI,Flora Municipal Airport,Airport,AGL,CLAY,FLORA,IL,Public Use,38.66499,-88.453112,Yes
590.0,MCC,MC CLELLAN AIRFIELD,Mcclellan Airfield,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Public Use,38.667639,-121.400611,Yes
683.0,O41,WATTS-WOODLAND,Watts-Woodland Airport,Airport,AWP,YOLO,WOODLAND,CA,Public Use,38.673876,-121.872077,Yes
635.0,L36,RIO LINDA,Rio Linda Airport,Airport,AWP,SACRAMENTO,RIO LINDA,CA,Public Use,38.675,-121.445444,Yes
1334.0,K63,COUNCIL GROVE MUNI,Council Grove Municipal Airport,Airport,ACE,MORRIS,COUNCIL GROVE,KS,Public Use,38.676472,-96.57275,Yes
512.0,O61,CAMERON AIRPARK,Cameron Airport,Airport,AWP,EL DORADO,CAMERON PARK,CA,Public Use,38.684,-120.987528,Yes
3638.0,48I,BRAXTON COUNTY,Braxton County Airport,Airport,AEA,BRAXTON,SUTTON,WV,Public Use,38.687111,-80.652083,Yes
773.0,GED,SUSSEX COUNTY,Sussex County Airport,Airport,AEA,SUSSEX,GEORGETOWN,DE,Public Use,38.687884,-75.358348,Yes
1350.0,HRU,HERINGTON RGNL,Herington Regional Airport,Airport,ACE,MORRIS,HERINGTON,KS,Public Use,38.694722,-96.807972,Yes
644.0,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
1244.0,DCY,DAVIESS COUNTY,Daviess County Airport,Airport,AGL,DAVIESS,WASHINGTON,IN,Public Use,38.700423,-87.129732,Yes
1423.0,K62,GENE SNYDER,Gene Snyder Airport,Airport,ASO,PENDLETON,FALMOUTH,KY,Public Use,38.704075,-84.391819,Yes
1884.0,63M,HERMANN MUNI,Hermann Municipal Airport,Airport,ACE,GASCONADE,HERMANN,MO,Public Use,38.705168,-91.490554,Yes
1924.0,DMO,SEDALIA RGNL,Sedalia Memorial Airport,Airport,ACE,PETTIS,SEDALIA,MO,Public Use,38.707417,-93.175917,Yes
768.0,HEF,MANASSAS RGNL/HARRY P. DAVIS FIELD,Manassas Regional Airport,Airport,AEA,PRINCE WILLIAM,WASHINGTON,DC,Public Use,38.721417,-77.515444,Yes
1205.0,OLY,OLNEY-NOBLE,Olney-Noble Airport,Airport,AGL,RICHLAND,OLNEY-NOBLE,IL,Public Use,38.721827,-88.176433,Yes
625.0,PVF,PLACERVILLE,Placerville Airport,Airport,AWP,EL DORADO,PLACERVILLE,CA,Public Use,38.724222,-120.753333,Yes
1868.0,1H0,CREVE COEUR,Creve Coeur Airport,Airport,ACE,ST LOUIS,ST LOUIS,MO,Public Use,38.726722,-90.50825,Yes
3374.0,RIF,RICHFIELD MUNI,Richfield Municipal Airport,Airport,ANM,SEVIER,RICHFIELD,UT,Public Use,38.736436,-112.098944,Yes
1895.0,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
1337.0,9K7,ELLSWORTH MUNI,Ellsworth Municipal Airport,Airport,ACE,ELLSWORTH,ELLSWORTH,KS,Public Use,38.7504,-98.229275,Yes
3352.0,CNY,CANYONLANDS FIELD,Canyonlands Field,Airport,ANM,GRAND,MOAB,UT,Public Use,38.754956,-109.754844,Yes
1276.0,IMS,MADISON MUNI,Madison Municipal Airport,Airport,AGL,JEFFERSON,MADISON,IN,Public Use,38.759917,-85.464694,Yes
1194.0,LWV,LAWRENCEVILLE-VINCENNES INTL,Lawrenceville-Vincennes Int'l Apt,Airport,AGL,LAWRENCE,LAWRENCEVILLE,IL,Public Use,38.764278,-87.6055,Yes
522.0,O60,CLOVERDALE MUNI,Cloverdale Municipal Airport,Airport,AWP,SONOMA,CLOVERDALE,CA,Public Use,38.775971,-122.992417,Yes
1926.0,RCM,SKYHAVEN,Skyhaven Airport,Airport,ACE,JOHNSON,WARRENSBURG,MO,Public Use,38.784167,-93.802861,Yes
