,city,company,salary,summary,title
2289,New+York,High 5 Games,,Managing a team of data scientists. The Senior Data Scientist will be responsible for:. As a Senior Data Scientist you will be collaborating across the...,Senior Data Scientist
2290,New+York,Everyday Health,,"BI Data Analyst. Data pipeline, from sourcing to warehouse to final data product. Proprietary data mining technology leverages hundreds of terabytes of data to....",BI Data Analyst
2291,New+York,"Access Staffing, LLC",,Large investment firm in NYC is looking for a Data Scientist. Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred....,Data Scientist - Long term consulting
2292,New+York,JPMorgan Chase,,"Senior Data Scientist (VP) - Wholesale Solutions.  Data frame software such as Pandas. The JPMIS Senior Data Scientist is responsible for developing, testing...",Senior Data Scientist (VP) - Wholesale Solutions
2293,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2294,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2295,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2296,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2297,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2298,New+York,Capital Group,,"Based in New York or Los Angeles, as a Senior Data Scientist, you should be experienced with and passionate about using data to drive business strategy,...",Senior Data Scientist
2299,New+York,Goldman Sachs,,"Working closely with the global investment teams the Data Scientist will:. Understanding of database and data warehousing concepts (e.g., pivot tables, data...","Global Investment Research, Data Scientist"
2300,New+York,Vine,,"Design and evaluate novel approaches for handling high-volume real-time data streams. Work with large unstructured and structured data sets (multi-terabyte+,...","Software Engineer, Recommendations & Machine Learning"
2301,New+York,Barclays,,"Use knowledge of stochastic calculus, probability theory, and bond mathematics to collect and analyze data used to formulate and apply mathematical modeling and...",VP - Quantitative Analyst
2302,New+York,Empiric Solutions,"$140,000 a year","Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....",Data Scientist - Life Sciences
2303,New+York,KPMG,,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....",Big Data Analytics Business Consultant
2304,New+York,Diverse Lynx,,"Help devise and deliver an optimal architecture for data platforms to augment existing warehousing and analytics, product data stores, operational applications...",Data Scientist
2305,New+York,Bluecore,,Data Science and Marketing. We’re looking for a highly motivated data scientist to join Bluecore at the intersection of two teams:....,Data Scientist
2306,New+York,Roc Search,,"I am currently looking for a Data Scientist to join a client based in Lower Manhattan. Experience working with spatial data, a plus....",Data Scientist - Lower Manhattan
2307,New+York,Access Staffing,,"Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. Hands-on knowledge in Data Science and Statistical concepts,...",Data Scientist
2308,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2309,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2310,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2311,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2312,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2313,New+York,Enigma,,We value data scientists who can quickly implement elegant solutions to complex problems. As a Senior Data Scientist with the Analytics group your contributions...,Senior Data Scientist
2314,New+York,IBM,,Advanced knowledge of programming in Data Science tools and data processing architecture. ¥ Advanced knowledge of programming in Data Science tools and data...,Open Source Solutions Architect (Data Scientist)
2315,New+York,HBO,,Design/Build/Maintain all aspects of the underlying data science and analytics data warehouse/data marts. Strong data modeling background....,HBO Data Architect
2316,New+York,Averity,"$150,000 a year",Are you a Senior Data Scientist excited about the thought of starting a Data Science group in the arts and entertainment world?...,Senior Data Scientist ($150k)
2317,New+York,Kabbage,,"What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...",Data Scientist
2318,New+York,Rockstar New York,,The successful candidate will both define data which should be captured in future states and analyze existing data in order to isolate patterns of bad activity....,Security Data Scientist
2319,New+York,Aetna,,Exceptional data science related experience within a large corporation. Position will report to Senior Director within Aetna’s growing Data Science organization...,Senior Manager - Senior Data Scientist
2320,New+York,Spring,,This role will report to our Lead Data Scientist and will help increase the overall bandwidth of the team....,Data Scientist
2321,New+York,Aptask,,Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. This is an opening to fill a *Data Scientist*....,Data Scientist with Financial Exp_W2
2322,New+York,Diverse Lynx LLC,,"Job Title - Data Scientist with Spark. Executes on Big Data requests to improve the accuracy, quality, completeness, speed of data, and decisions made from Big...",Data Scientist with Spark -Full Time Job
2323,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2324,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2325,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2326,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2327,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2328,New+York,EY,,FIDS - Forensic Technology & Discovery Services - Data Scientist Manager. The role of the Forensic Technology & Discovery Services (“FTDS”) Data Scientist...,FIDS - Forensic Technology & Discovery Services - Data Scien...
2329,New+York,JPMorgan Chase,,"Data Scientist - Manager of Experimentation. Proprietary data platforms. They are hands-on, without needing an army of engineers or other data scientists to...",Data Scientist - Manager of Experimentation
2330,New+York,S&P Global Ratings,,"Exposure to one or more data discovery, data visualization tools. Developing predictive algorithms based on historical data....",Director - Innovation Lab Data Scientist
2331,New+York,Data Inc.,,Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. Seeking a Data Scientist to work on a long term consulting...,Data scientist - BC
2332,New+York,Selby Jennings,,"The ideal Data Scientist. As the Data Scientist, you will be working on an Enterprise Security Platform amongst a team of other Data Scientists....",Data Scientist/Machine Learning – Contract
2333,New+York,AIG,,Machine Learning / Predictive Modeling / Statistics AIG is seeking world-class dynamic Data Scientists to join our Science team that drives transformational...,"Director, Data Scientist/Modeler"
2334,New+York,BuzzFeed,,"Lead, nurture, and grow a team of Data Scientists. Significant experience managing, mentoring, and coaching teams of data scientists and analysts....",Director of Data Science
2335,New+York,Amazon Corporate LLC,,"5+ years in relevant experience as data scientist, software engineer, business intelligence engineer, or equivalent....",Data Engineer
2336,New+York,Bloomberg,,"Strong computer science fundamentals (algorithms, data structures). You will help us organize, store and deliver that data....",Data Infrastructure Engineer for Machine Learning Team
2337,New+York,Tumblr,,"We are seeking a veteran Data Scientist, well-versed in data analysis and algorithm implementation, ready to be let loose on Tumblr’s many terabytes of data....",Sr. Data Scientist - User & Product Analytics
2338,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2339,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2340,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2341,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2342,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2343,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2344,New+York,Cold Spring Harbor Laboratory,,Mine and organize data sets of both structured and unstructured data. We are currently seeking a Data engineer/analyst with expertise in big image data and a...,Data Engineer / Computational Scientist
2345,New+York,AllianceBernstein,,"Job Number: 7473 Position Title: VP/Research Analyst Location_formattedLocationLong: New York, New York US External Description: Research is the",Research Analyst
2346,New+York,"Syntel Inc.,",,"Syntel is hiring a Data Scientist to be based at New York, NY. Around 5 to 8 year’s rich exposure to various aspects of data management, integration, data...",Data Scientist
2347,New+York,Datadog,,"You've written production data pipelines. Join us to build powerful, intelligent data systems. Explore and find meaning in extremely high volumes of data....",Data Scientist (NYC)
2348,New+York,Diverse Lynx,,"Job Title - Data Scientist with Spark. Executes on Big Data requests to improve the accuracy, quality, completeness, speed of data, and decisions made from Big...",Data Scientist with Spark
2349,New+York,Mitchell Martin,,Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. This is an opening to fill a Data Scientist consulting position...,Data Scientist
2350,New+York,VTS,,"As a Principal Data Scientist, you will... Perform hands-on data exploration and modeling over big data technologies and conceptualize new / innovative ways to...",Principal Data Scientist
2351,New+York,Morgan Stanley,,"Proficiency working with large datasets, data mining, statistical methods, numerical methods, algorithm design and implementation....",Data Scientist / Modeler
2352,New+York,Facebook,,"Machine learning, recommendation systems, pattern recognition, data mining or artificial intelligence. The position will involve taking these skills and...","Software Engineer, Machine Learning"
2353,New+York,Skillshare,,We are seeking our first Data Scientist to join the team and own our analytics. 3+ years of experience working in data science....,Data Scientist
2354,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2355,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2356,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2357,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2358,New+York,Varick Media Management,,"The primary task for the Data Scientist role is to leverage our vast experience in programmatic trading, along with our various data sources and drive the...","Data Scientist - (NEW YORK, NY)"
2359,New+York,McKinsey & Company,,"Very comfortable in performing statistical data analyses, data mining & optimizations using multiple tools and technology on large complex data sets....",McKinsey Digital Labs - Senior Data Engineer
2360,New+York,Selby Jennings,"$100,000 - $200,000 a year","Data Scientist Global Private Asset Management Firm Manhattan, New York, USA Circa $100,000 - $200,000 plus Bonus and Benefits Key Skills: Python, R,",Data Scientist
2361,New+York,Smith & Keller,,Our client is looking for a talented Data Scientist to join our rapidly growing team in our New York City headquarters....,Python Developer / Data Scientist
2362,New+York,Teralytics,,"Location data, web log data, retail data, etc.). Designing and implement text data analytics pipelines processing terabytes of data....","Senior Data Scientist (Text Mining, NLP, Big Data Analytics)"
2363,New+York,Citi,,"Data analysis and present to desk. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries...",Global Credit Quantitative Analyst
2364,New+York,Oscar Insurance,,"The data engineering team is responsible for the systems that process, store, and serve our data. Is naturally fluent at working with messy data and knows what...",Software Engineer: Data
2365,New+York,"EmployVision, Inc",,"Data Scientist and Managing Strategy Consultant*. Data analytics and modeling, data visualization, business acumen and strategy....",Data Scientist : Managing Strategy & Analytics
2366,New+York,Access Staffing,,"Hands-on knowledge in Data Science and Statistical concepts, hands on excellent development skills in Spark, Python, Perl, hands on knowledge on Hadoop file...",Data Scientist - We cannot us subcontractors
2367,New+York,AT&T,,Data Scientists will usually have a Master’s; Qualified candidates may be asked to submit a Research Statement (required for Inventive Scientist applicants) and...,Senior Inventive Scientist (Labs Big Data Research)
2368,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2369,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2370,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2371,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2372,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2373,New+York,Perella Weinberg Partners,,"Manage large datasets, ensure consistency and accuracy of data, and create visualizations to help with the understanding of the data....",Data Scientist / Quantitative Developer
2374,New+York,Gilt Groupe,,Machine Learning Software Engineer You will be joining the Personalization and Machine Learning team to build the algorithms and services that customize the,Machine Learning Software Engineer
2375,New+York,Empiric Solutions,"$140,000 a year",The Data Scientist will be responsible for ensuring that our data products are of the highest quality. Develop and maintain ongoing data exploratory analyses...,Data Scientist - Digital Marketing - Technology Start-Up
2376,New+York,MediaMath,,We are currently looking for a Data Scientist to support the ongoing development of MediaMath’s proprietary algorithms and analytics....,Data Scientist
2377,New+York,Elevate Recruiting Group,,"Machine Learning, Data Mining. Making use of the Data Warehouse, which is one of the media industry’s largest data warehouse environments....",Data Scientist
2378,New+York,BNY Mellon,,"The incumbent ensures that model development, implementation, data input, reporting, documentation, validation and maintenance use best practices, adhere to...",Quantitative Risk Analyst
2379,New+York,Amazon Corporate LLC,,"You will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling,...",Applied Scientist
2380,New+York,"XEE - Starr Insurance Holdings, Inc.",,"The Chief Data Scientist will apply knowledge of advanced analytics, data mining, and statistical techniques to design and develop enterprise analytic solutions...",Chief Data Scientist
2381,New+York,Capital One,,"Senior Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data -Integrating with external data sources...",Senior Data Scientist
2382,New+York,MUFG,,"Strategic Data & Analysis Manager, Vice President. Experience in SharePoint or other reporting tool and data analysis software a plus....","Strategic Data & Analysis Manager, Vice President"
2383,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2384,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2385,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2386,New+York,1010data,,1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....,"VP of Product, Data Insights"
2387,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2388,New+York,Poise Inc,,"Data Scientist | NY*. Our client is looking for a senior data scientist for our first-of-its-kind sales analytics platform, which combines a proprietary, active...",Data Scientist
2389,New+York,Société Générale,,"Based on the risk model, stress test or risk process documentation and data, and using its technical skills and critical spirit the auditor will benchmark and...",Quantitative Analyst (Regulatory Models)
2390,New+York,StockTwits,,We are seeking a talented and proven Data Scientist to help investigate our data to identify and execute scalable ways to grow StockTwits’ community and data...,Senior Data Scientist
2391,New+York,Digital Reasoning,,Data Scientists at Digital Reasoning are versatile utility players who create amazing customer experiences with data and increase customer appetites for...,Data Scientist-Business Development
2392,New+York,TalentHub Worldwide,"$105,000 a year",The Data Scientist assists in creating and maintaining data infrastructure for gathering multiple sources of data into a single data hub for the generation of...,Data Scientist
2393,New+York,Analytic Recruiting,,"Data Scientist, Big Data, HPC, Machine Learning, Data visualization. Major asset management firm seeks an experienced investment Data Scientist to join a team...",Data Scientist – Investment Strategies
2394,New+York,DEPT OF PARKS & RECREATION,,"Serve as an expert in translating complex data into valuable actions, delivering insights through data visualizations and reports accessible to a wide variety...",Data Scientist
2395,New+York,SSA & Company,,Data Scientist – Data & Analytics. SSA is looking for an outstanding Data Scientist to contribute to the growth of our firm’s Data & Analytics practice and...,Data Scientist
2396,New+York,DBRS,,"Lead Data Scientist, US RMBS. The Lead Data Scientist role is a unique and exciting opportunity to take on global ownership of the mortgage modeling process....","Lead Data Scientist, US RMBS"
2397,New+York,Lux Research,,"Analyst - Data Analytics and Artificial Intelligence (Boston, New York, Amsterdam, or Singapore). Relevant expertise in machine learning, statistics, data...",Research Analyst - Data Analytics and Artificial Intelligenc...
2398,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2399,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2400,New+York,Cipla,,"Executes batches as per the protocols, analyze data and prepare summary reports. The ideal candidate will identify and evaluate the critical formulation factors...",Senior Scientist
2401,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2402,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2403,New+York,OUTFRONT media,,The Data Scientist role will also use the data to drive independent thinking and questions to better inform and enable the business to make changes ahead of the...,Data Scientist
2404,New+York,JW Player,,Work with Data Scientists to process video data in ways that are meaningful for our publishers. The Data Team at JW Player is responsible for processing all of...,Data Engineer
2405,New+York,Samsung Accelerator,,"Solid foundation in data structures, algorithms, distributed systems and software design. Who We Are Looking For:....",Machine Learning Engineer
2406,New+York,NATIONAL GRID CO USA (NE POWER),,"Collaborate with Data Scientists and Quantitative Analysts. Deep web, image and remote sensing data, natural language data....",Data Engineer (Associate/Senior/Lead)
2407,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2408,New+York,"Two Sigma Investments, LLC.",,"Developing trading strategies, from idea generation and data collection to analysis and model creation;...",Quantitative Research Associate
2409,New+York,Corning,,"Modeling Simulation Scientist. Our dedicated scientists conduct their research with the highest integrity, finely tuned processes and superb skill....",Modeling Simulation Scientist
2410,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2411,New+York,OnDeck,,"Modeling / Stats / Machine learning is a plus (mostly for empathy with data scientists). Data pipelines for building prototypes and testing, farms of model...",Analytics Engineer
2412,New+York,NJF Search,,"As such, the role involves developing novel machine learning techniques and applying them to seek patterns in large, dirty and noisy data sets....",Machine Learning Researcher
2413,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2414,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2415,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2416,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2417,New+York,ZoomRx,,"Exposure to the latest in mobile technology, data science, and data visualization. Helping execution on multiple projects by working with a team of associate...",Associate Consultant - Biotech/Pharma Market Research
2418,New+York,Wade & Wendy,"$130,000 a year",Programmatically adding data to and manipulating data from a graph-based database system. Gather and parse structured as well as unstructured data and organize...,Sr. Machine Learning Data Scientist
2419,New+York,"Open Systems Technologies, Inc.",,Strong data visualization techniques. Research Big Data sets to identify and implement investment strategies....,Data Scientists (3-5 roles)
2420,New+York,Diverse Lynx,,Senior Data Scientist. Candidate should have implemented data science algorithms in big data space preferably in the financial industries....,Senior Data Scientist
2421,New+York,ingenium,"$150,000 a year","Work with Data Scientists to process video data in ways that are meaningful for our publishers. Collaborate with a talented team of other engineers, data...",Big Data Engineer
2422,New+York,Splash,,"Experience with data visualization tools. Ability to take complex data, extract actionable insights, and communicate them in a clear and simple manner....",Data Scientist
2423,New+York,Xaxis,,"Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...","Analyst, Strategy and Investment"
2424,New+York,ESPN,,"Collaborates with the data architects of various data platforms (big data, relational and non-relational) to define requirements for data architecture...","Director, Data Science"
2425,New+York,Bloomberg,,"Evaluate cutting-edge big data technologies/software (e.g. Strong Computer Science fundamentals (algorithms, data structures)....",Senior Data Engineer for Search and Discoverability Team
2426,New+York,BNY Mellon,,"The incumbent ensures that model development, implementation, data input, reporting, documentation, validation and maintenance use best practices, adhere to...",Jr Quantitative Risk Analyst
2427,New+York,Illinois Technology Association,,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,GrubHub - Data Engineer
2428,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2429,New+York,1010data,,1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....,"VP of Product, Data Insights"
2430,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2431,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2432,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2433,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2434,New+York,UBS,,"Uncover persistent biases by analyzing trading behavior using data science techniques. Solid coding skills relevant for large-scale data analysis, ideally...",Data Scientist for Behavioral Trading Analytics
2435,New+York,Polaris Management,,"Analyze and collect data, present and defend findings. Polaris is seeking a Global Regulatory Research Analyst whose focus will be to maintain up-to-date...",Global Regulatory Research Analyst
2436,New+York,Payette Group,,"As a data scientist, you will work with a world-class team of data scientists and engineers as we build the theater industry's finest intelligence platform....",Data Scientist
2437,New+York,Schrodinger,,"Data management in the Life Sciences. An engineer, developer, and/or scientist that loves solving practical problems....","Solutions Architect, Enterprise Informatics"
2438,New+York,DataKind,,"A Creative Data Scientist. And, you will easily translate between our partners and volunteer data scientists because you are well versed in both social sector...",Data Science Manager
2439,New+York,Smith Hanley Associates,"$115,000 - $150,000 a year","As a Data Scientist, you will:. We are looking for Data Scientist to join the team in our New York City office....",Data Scientist
2440,New+York,Clarifai,,Experience handling internet-scale data sets and the unique problems they pose. Since then Clarifai’s deep learning systems have improved orders of magnitude in...,"Research Scientist, Deep Learning / Computer Vision"
2441,New+York,"Eclaro International, Inc.",,1-2 years of professional experience as a data scientist or a related software engineering role. O Participate in data architecture and engineering decision...,Data Scientist
2442,New+York,GE Renewable Energy,,"Extensive hands on experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing /...",Senior Data Scientist – Renewable Energy
2443,New+York,Analytic Partners,,Analytic Partners is looking for Data Scientist candidates with strong analytic and problem solving skills....,Data Scientist
2444,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2445,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2446,New+York,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
2447,New+York,Lancer Insurance Company,,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,Data Scientist & Analytics Developer
2448,New+York,Memorial Sloan Kettering Cancer Center,,Demonstrated experience in analyzing NGS derived data. Ensure generation of high-quality genome profiling data and integration of large complex datasets for...,"Postdoc - Precision Medicine, Cancer Genomics"
2449,New+York,Google,,"Passionate people are everywhere at Google. In Developer Relations, we get excited to collaborate and connect with the communities that love technology as","Developer Programs Engineer, Machine Learning"
2450,New+York,Medidata Solutions,,"Data architecture, data mining, and/or data analysis. Data security and privacy (privacy-preserving data mining, data security, data provenance)....",Senior Data Scientist/mHealth Lead
2451,New+York,Intersection,,"This person will hire, manage, train and retain a team of data scientists. The data analytics manager will be responsible for aggregating, reporting and...",Data Analytics Manager
2452,New+York,Xaxis,,"Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...",XMG Analyst
2453,New+York,Sudler& Hennessey,,"Analyze data files, data layouts and data dictionaries to understand data structure and operating rules for transforming to common data format....",Business Strategy & Digital Analyst
2454,New+York,Analytic Recruiting,"$150,000 - $240,000 a year","Prior analytics experience leading statisticians and data scientists. Crafting the methodology, to data mining/predictive modeling, and ultimately delivering...",Analytics Senior Director
2455,New+York,GroupM,,"Gain Theory has an opening in New York City, USA for a Data Scientist or Statistical Modeler. Gain Theory – Data Scientist/Statistical Modeler....",Gain Theory – Data Scientist/Statistical Modeler
2456,New+York,Accenture,,"D. Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",Analytics Strategy & Transformation Senior Manager
2457,New+York,Carrot Creative,,"Experience processing large amounts of structured and unstructured data. Deep knowledge in data mining, machine learning, natural language processing, or...",Data Scientist
2458,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2459,New+York,Chegg,,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s Writing Help product....","Sr. Data Scientist, Learning Services"
2460,New+York,Uber,,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,Data Scientist - Monitoring & Anomaly Detection Platform
2461,New+York,"AbilTo, Inc",,"Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...",Data Scientist
2462,New+York,1010data,,1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....,"VP of Product, Data Insights"
2463,New+York,ZoomRx,,"Exposure to the latest in mobile technology, data science, and data visualization. Helping execution on multiple projects by working with a team of associate...",Associate Consultant - Biotech/Pharma Market Research
2464,New+York,Helix Sleep,"$80,000 - $120,000 a year",2-5+ years of experience in a data scientist or data analyst with relatively little oversight and engineering support....,Senior Data Analyst
2465,New+York,Marcum Search LLC,,Senior Data Scientist. Design and develop large scale cluster data processing systems with a focus on data extraction and integration intoOur Client'sBig Data...,Data Scientist/Engineer
